username,user_rating,first_line_percentage,second_line_percentage,third_line_percentage,bad_moves_percentage
Ucitel,2708,63.64,20.45,9.09,6.82
Ucitel,2712,42.86,28.57,28.57,0.00
Ucitel,2718,78.57,0.00,17.86,3.57
Ucitel,2711,55.56,22.22,13.89,8.33
Ucitel,2706,71.79,5.13,5.13,17.95
Ucitel,2709,77.14,8.57,14.29,0.00
Ucitel,2701,67.65,8.82,5.88,17.65
Ucitel,2699,62.96,14.81,7.41,14.81
Ucitel,2704,58.06,19.35,16.13,6.45
Ucitel,2697,71.43,7.14,7.14,14.29
Ucitel,2702,78.43,11.76,9.80,0.00
Ucitel,2704,70.73,12.20,14.63,2.44
Ucitel,2694,68.92,16.22,4.05,10.81
Ucitel,2697,57.89,15.79,26.32,0.00
Ucitel,2701,64.38,4.11,30.14,0.00
Ucitel,2693,61.29,16.13,6.45,16.13
Ucitel,2698,76.47,5.88,17.65,0.00
Ucitel,2698,75.00,8.33,2.78,13.89
Ucitel,2708,54.55,18.18,27.27,0.00
Ucitel,2708,72.73,9.09,9.09,9.09
Ucitel,2707,82.05,7.69,7.69,2.56
Ucitel,2706,86.67,3.33,0.00,10.00
Ucitel,2705,70.00,15.00,6.67,8.33
Ucitel,2705,80.00,16.00,0.00,4.00
Ucitel,2704,78.69,8.20,8.20,4.92
Ucitel,2703,71.70,18.87,3.77,5.66
Ucitel,2703,93.94,3.03,0.00,3.03
Ucitel,2703,75.00,4.17,8.33,12.50
Ucitel,2702,74.24,6.06,4.55,15.15
Ucitel,2702,96.43,3.57,0.00,0.00
Ucitel,2707,61.29,6.45,25.81,6.45
Ucitel,2706,70.83,12.50,16.67,0.00
Ucitel,2697,84.21,10.53,5.26,0.00
Ucitel,2702,74.29,11.43,14.29,0.00
Ucitel,2707,40.00,10.00,50.00,0.00
Ucitel,2711,77.78,3.70,11.11,7.41
Ucitel,2716,71.43,11.90,9.52,7.14
Ucitel,2720,72.22,14.81,9.26,3.70
Ucitel,2719,89.47,7.02,3.51,0.00
Ucitel,2724,66.67,6.06,18.18,9.09
Ucitel,2729,71.43,9.52,2.38,16.67
Ucitel,2733,70.37,0.00,29.63,-3.70
Ucitel,2733,81.25,3.12,3.12,12.50
Ucitel,2733,88.00,8.00,4.00,0.00
Ucitel,2733,87.88,9.09,0.00,3.03
Ucitel,2733,78.79,6.06,0.00,15.15
Ucitel,2733,75.00,8.33,4.17,12.50
Ucitel,2735,76.00,4.00,16.00,4.00
Ucitel,2738,70.00,6.67,23.33,0.00
Ucitel,2732,75.00,12.50,5.00,7.50
Ucitel,2737,75.86,10.34,13.79,0.00
Ucitel,2729,82.61,7.25,4.35,5.80
Ucitel,2726,79.31,13.79,5.17,1.72
Ucitel,2732,60.00,20.00,13.33,6.67
Ucitel,2737,66.67,16.67,16.67,0.00
Ucitel,2743,59.26,11.11,22.22,7.41
Ucitel,2737,65.91,13.64,9.09,11.36
Ucitel,2742,58.18,14.55,25.45,1.82
Ucitel,2748,56.41,15.38,12.82,12.82
Ucitel,2753,50.77,12.31,35.38,1.54
Ucitel,2747,93.33,3.33,3.33,0.00
Ucitel,2741,61.29,11.29,4.84,22.58
Ucitel,2735,86.96,4.35,0.00,8.70
Ucitel,2729,61.36,6.82,18.18,13.64
Ucitel,2734,57.89,13.16,13.16,13.16
Ucitel,2733,80.77,9.62,7.69,1.92
Ucitel,2727,83.05,3.39,6.78,6.78
Ucitel,2721,69.09,10.91,10.91,9.09
Ucitel,2726,63.89,5.56,25.00,5.56
Ucitel,2407,73.91,13.04,8.70,4.35
Ucitel,2723,81.97,3.28,3.28,11.48
Ucitel,2721,100.00,0.00,0.00,0.00
Ucitel,2713,84.85,6.06,6.06,3.03
Ucitel,2717,78.48,7.59,10.13,3.80
Ucitel,2710,85.71,14.29,0.00,0.00
Ucitel,2714,71.43,14.29,14.29,0.00
Ucitel,2707,60.87,6.52,17.39,15.22
Ucitel,2706,60.00,20.00,15.00,5.00
Ucitel,2705,75.61,4.88,7.32,12.20
Ucitel,2704,57.89,15.79,15.79,10.53
Ucitel,2703,85.44,4.85,1.94,7.77
Ucitel,2702,82.14,14.29,0.00,3.57
Ucitel,2702,70.37,12.35,1.23,16.05
Ucitel,2702,88.37,4.65,4.65,2.33
Ucitel,2701,80.26,10.53,1.32,7.89
Ucitel,2701,62.50,9.38,9.38,18.75
Ucitel,2701,82.69,7.69,1.92,7.69
Ucitel,2701,78.57,10.71,3.57,7.14
Ucitel,2694,75.00,8.33,5.56,11.11
Ucitel,2694,78.33,6.67,10.00,5.00
Ucitel,2688,71.05,15.79,13.16,0.00
Ucitel,2693,63.64,9.09,15.15,12.12
Ucitel,2686,85.71,4.76,9.52,0.00
Ucitel,2688,63.64,0.00,31.82,4.55
Ucitel,2693,78.95,10.53,10.53,0.00
Ucitel,2698,51.43,20.00,25.71,2.86
Ucitel,2692,78.79,12.12,3.03,6.06
Ucitel,2697,56.00,20.00,24.00,0.00
Ucitel,2690,76.32,13.16,5.26,5.26
Ucitel,2695,63.46,13.46,23.08,0.00
Ucitel,2700,69.23,7.69,23.08,0.00
Ucitel,2704,64.29,17.86,7.14,10.71
Ucitel,2707,65.22,17.39,13.04,4.35
Ucitel,2712,74.36,10.26,15.38,0.00
Ucitel,2704,92.31,0.00,7.69,0.00
Ucitel,2407,70.00,20.00,5.00,5.00
Ucitel,2407,60.34,17.24,3.45,18.97
Ucitel,2407,75.76,12.12,3.03,9.09
Ucitel,2407,78.26,8.70,13.04,0.00
Ucitel,2698,68.75,6.25,21.88,3.12
Ucitel,2703,64.86,5.41,18.92,10.81
Ucitel,2696,81.82,18.18,0.00,0.00
Ucitel,2689,91.43,2.86,0.00,5.71
Ucitel,2693,61.11,5.56,27.78,5.56
Ucitel,2685,78.26,4.35,8.70,8.70
Ucitel,2690,64.52,9.68,25.81,-3.23
Ucitel,2684,83.33,5.56,0.00,11.11
Ucitel,2678,83.67,8.16,2.04,6.12
Ucitel,2672,78.05,14.63,2.44,4.88
Ucitel,2664,73.21,8.93,10.71,7.14
Ucitel,2661,89.06,1.56,1.56,7.81
Ucitel,2653,73.91,2.17,9.78,14.13
Ucitel,2644,77.97,10.17,8.47,3.39
Ucitel,2647,69.57,8.70,21.74,0.00
Ucitel,2639,80.00,14.29,0.00,5.71
Ucitel,2634,65.62,18.75,9.38,6.25
Ucitel,2627,78.12,12.50,0.00,9.38
Ucitel,2620,60.00,15.00,17.50,7.50
Ucitel,2625,61.29,12.90,6.45,19.35
Ucitel,2630,62.07,6.90,27.59,3.45
Ucitel,2636,67.24,13.79,8.62,10.34
Ucitel,2629,86.21,6.90,6.90,0.00
Ucitel,2634,70.27,8.11,21.62,0.00
Ucitel,2628,72.22,2.78,8.33,16.67
Ucitel,2632,66.67,18.52,14.81,0.00
Ucitel,2625,71.88,15.62,12.50,0.00
Ucitel,2625,92.16,3.92,3.92,0.00
Ucitel,2630,80.00,12.00,4.00,4.00
Ucitel,2635,68.00,12.00,20.00,0.00
Ucitel,2629,78.38,2.70,13.51,5.41
Ucitel,2634,70.83,16.67,8.33,4.17
Ucitel,2639,75.95,6.33,11.39,6.33
Ucitel,2644,69.23,7.69,19.23,3.85
Ucitel,2639,68.00,16.00,12.00,4.00
Ucitel,2633,86.84,0.00,2.63,10.53
Ucitel,2638,68.18,4.55,22.73,4.55
Ucitel,2632,72.41,10.34,0.00,17.24
Ucitel,2626,78.38,10.81,10.81,0.00
Ucitel,2631,73.68,10.53,15.79,0.00
Ucitel,2624,80.00,10.00,5.00,5.00
Ucitel,2629,55.00,10.00,30.00,5.00
Ucitel,2633,73.68,0.00,26.32,0.00
Ucitel,2639,53.19,8.51,10.64,27.66
Ucitel,2632,73.13,8.96,16.42,1.49
Ucitel,2625,68.63,15.69,7.84,7.84
Ucitel,2628,74.29,5.71,17.14,2.86
Ucitel,2621,76.32,13.16,2.63,7.89
Ucitel,2627,55.81,23.26,18.60,2.33
Ucitel,2620,70.00,23.33,0.00,6.67
Ucitel,2626,63.24,14.71,22.06,0.00
Ucitel,2626,81.67,10.00,8.33,0.00
Ucitel,2605,90.91,3.03,3.03,3.03
Ucitel,2605,72.73,18.18,9.09,0.00
Ucitel,2603,76.00,12.00,12.00,0.00
Ro_ro2,858,62.96,0.00,22.22,14.81
Ro_ro2,864,64.29,3.57,17.86,14.29
Ro_ro2,855,50.00,30.00,0.00,20.00
Ro_ro2,863,50.00,9.38,37.50,3.12
Ro_ro2,866,25.00,2.78,33.33,38.89
Ro_ro2,862,38.46,15.38,23.08,23.08
Ro_ro2,857,82.61,4.35,8.70,4.35
Ro_ro2,862,41.67,8.33,37.50,12.50
Ro_ro2,855,37.50,6.25,43.75,12.50
Ro_ro2,863,35.29,11.76,47.06,5.88
Ro_ro2,857,75.00,12.50,12.50,0.00
Ro_ro2,861,66.13,9.68,20.97,-1.61
Ro_ro2,853,50.00,50.00,0.00,0.00
Ro_ro2,859,57.14,2.86,40.00,0.00
Ro_ro2,853,33.33,0.00,50.00,16.67
BarsWm123_55,896,77.78,7.41,3.70,11.11
BarsWm123_55,892,66.67,3.85,1.28,28.21
BarsWm123_55,886,33.33,4.17,25.00,37.50
BarsWm123_55,892,37.50,0.00,56.25,6.25
BarsWm123_55,884,45.83,20.83,20.83,12.50
BarsWm123_55,889,53.85,10.26,33.33,2.56
BarsWm123_55,895,70.83,10.42,8.33,10.42
BarsWm123_55,900,57.14,14.29,17.86,10.71
BarsWm123_55,898,65.00,11.67,20.00,1.67
BarsWm123_55,902,58.14,11.63,11.63,18.60
BarsWm123_55,897,58.33,11.11,8.33,22.22
BarsWm123_55,901,52.17,0.00,30.43,17.39
Dikaioupolis,848,75.00,5.00,15.00,5.00
Dikaioupolis,853,58.82,11.76,17.65,11.76
Dikaioupolis,847,76.19,0.00,4.76,19.05
Dikaioupolis,852,48.39,6.45,16.13,29.03
Dikaioupolis,852,44.44,22.22,33.33,0.00
Dikaioupolis,859,40.00,5.00,20.00,35.00
Dikaioupolis,864,43.75,6.25,25.00,25.00
Dikaioupolis,864,52.31,12.31,7.69,27.69
Dikaioupolis,871,42.86,0.00,52.38,4.76
Dikaioupolis,877,85.71,4.76,2.38,7.14
Dikaioupolis,871,82.35,0.00,5.88,11.76
Dikaioupolis,866,61.54,15.38,0.00,23.08
Dikaioupolis,872,78.95,0.00,10.53,10.53
Dikaioupolis,877,40.00,20.00,0.00,40.00
Dikaioupolis,869,63.64,0.00,4.55,31.82
Ali430,739,57.14,21.43,14.29,7.14
Ali430,745,76.47,0.00,11.76,11.76
Ali430,739,83.33,16.67,0.00,0.00
Ali430,742,75.00,8.33,4.17,12.50
Ali430,746,56.00,32.00,4.00,8.00
Ali430,742,66.67,13.33,13.33,6.67
Ali430,738,85.71,9.52,0.00,4.76
Ali430,734,42.86,0.00,21.43,35.71
Ali430,729,57.89,5.26,10.53,26.32
Ali430,723,80.00,0.00,20.00,0.00
Ali430,717,55.00,15.00,5.00,25.00
Ali430,720,31.25,18.75,37.50,12.50
Ali430,724,68.42,10.53,5.26,15.79
Ali430,729,25.00,25.00,25.00,25.00
Ali430,734,57.89,15.79,0.00,26.32
Ali430,739,57.89,21.05,5.26,15.79
Ali430,731,61.90,4.76,4.76,28.57
Ali430,737,50.00,10.00,10.00,30.00
Ali430,740,55.56,7.41,22.22,14.81
Ali430,744,33.33,22.22,33.33,11.11
Ali430,749,50.00,16.67,4.17,29.17
Ali430,753,45.45,18.18,18.18,18.18
Ali430,757,72.73,13.64,9.09,4.55
Ali430,762,57.14,7.14,28.57,7.14
Ali430,767,70.00,0.00,10.00,20.00
Ali430,772,50.00,12.50,0.00,37.50
Ali430,777,53.85,0.00,46.15,0.00
Ali430,783,75.00,16.67,8.33,0.00
Ali430,777,73.68,21.05,0.00,5.26
Ali430,782,45.45,13.64,36.36,4.55
Ali430,785,61.90,23.81,14.29,0.00
Ali430,791,59.09,13.64,13.64,13.64
Ali430,796,46.15,23.08,30.77,0.00
Ali430,799,53.85,7.69,7.69,30.77
Ali430,794,50.00,10.00,10.00,30.00
Ali430,818,56.25,18.75,12.50,12.50
Ali430,798,75.86,10.34,10.34,3.45
Ali430,789,60.71,10.71,14.29,14.29
Ali430,783,46.67,13.33,0.00,40.00
Ali430,776,50.00,10.00,20.00,20.00
Ali430,771,64.29,7.14,7.14,21.43
Ali430,767,50.00,20.83,12.50,16.67
Ali430,771,42.86,23.81,4.76,28.57
Ali430,774,42.86,42.86,14.29,0.00
Ali430,778,44.44,11.11,33.33,11.11
Ali430,771,71.43,21.43,7.14,0.00
Ali430,777,63.64,18.18,3.03,15.15
Ali430,783,62.50,12.50,25.00,0.00
Ali430,790,83.33,0.00,16.67,0.00
Ali430,795,82.61,4.35,0.00,13.04
Ali430,800,50.00,15.38,19.23,15.38
Ali430,808,43.75,6.25,43.75,6.25
Ali430,804,68.42,5.26,10.53,15.79
Ali430,800,70.59,5.88,5.88,17.65
Ali430,804,54.55,18.18,18.18,9.09
Ali430,809,52.63,10.53,36.84,0.00
Ali430,806,62.50,12.50,0.00,25.00
Ali430,802,72.73,4.55,0.00,22.73
Ali430,799,62.50,6.25,0.00,31.25
Ali430,791,47.06,17.65,17.65,17.65
Ali430,799,60.00,0.00,0.00,40.00
Ali430,799,37.50,25.00,25.00,12.50
Ali430,792,57.69,3.85,23.08,15.38
Ali430,786,64.29,21.43,7.14,7.14
Ali430,779,58.82,11.76,11.76,17.65
Ali430,785,42.86,23.81,9.52,23.81
Ali430,779,30.77,23.08,15.38,30.77
Ali430,782,46.15,0.00,38.46,15.38
Ali430,776,69.23,7.69,15.38,7.69
GelioChess,2713,79.37,3.17,17.46,0.00
GelioChess,2710,76.00,4.00,8.00,12.00
GelioChess,2717,55.56,11.11,33.33,0.00
GelioChess,2724,63.33,10.00,26.67,0.00
GelioChess,2730,72.00,4.00,20.00,4.00
GelioChess,2727,67.44,16.28,16.28,0.00
GelioChess,2733,64.44,22.22,8.89,4.44
GelioChess,2726,76.92,12.82,0.00,10.26
GelioChess,2723,71.43,10.71,0.00,17.86
GelioChess,2720,77.19,7.02,10.53,5.26
GelioChess,2725,70.59,5.88,14.71,8.82
GelioChess,2722,82.14,10.71,0.00,7.14
GelioChess,2728,72.22,7.41,18.52,0.00
GelioChess,2733,68.89,6.67,24.44,0.00
GelioChess,2730,76.00,8.00,0.00,16.00
GelioChess,2734,75.00,6.25,18.75,0.00
GelioChess,2731,78.57,10.71,5.36,5.36
GelioChess,2728,77.19,5.26,0.00,17.54
GelioChess,2725,73.33,6.67,13.33,6.67
GelioChess,2721,74.19,4.84,14.52,6.45
GelioChess,2727,65.71,11.43,22.86,0.00
GelioChess,2721,80.39,11.76,0.00,7.84
GelioChess,2728,69.44,11.11,13.89,5.56
GelioChess,2734,80.56,5.56,8.33,5.56
GelioChess,2734,73.56,6.90,19.54,0.00
GelioChess,2735,71.83,7.04,21.13,0.00
GelioChess,2737,67.95,10.26,10.26,11.54
GelioChess,2734,66.67,5.56,26.39,1.39
GelioChess,2728,87.50,12.50,0.00,0.00
GelioChess,2723,86.49,2.70,10.81,0.00
GelioChess,2730,68.75,12.50,18.75,0.00
GelioChess,2733,66.67,15.87,9.52,7.94
GelioChess,2729,78.79,9.09,0.00,12.12
GelioChess,2727,70.13,10.39,15.58,3.90
GelioChess,2732,60.61,15.15,24.24,0.00
GelioChess,2726,87.80,7.32,2.44,2.44
faceofmarlboro,1707,65.22,13.04,4.35,17.39
faceofmarlboro,1699,62.50,15.62,15.62,6.25
faceofmarlboro,1691,50.00,12.50,18.75,18.75
faceofmarlboro,1699,70.83,12.50,8.33,8.33
faceofmarlboro,1690,61.76,11.76,11.76,14.71
faceofmarlboro,1649,65.00,5.00,30.00,0.00
faceofmarlboro,1698,50.00,25.00,25.00,0.00
faceofmarlboro,1706,54.17,8.33,20.83,16.67
faceofmarlboro,1712,52.27,13.64,13.64,20.45
faceofmarlboro,1720,66.67,0.00,16.67,16.67
faceofmarlboro,1712,73.68,10.53,5.26,10.53
faceofmarlboro,1704,64.29,9.52,19.05,7.14
faceofmarlboro,1712,71.43,7.14,21.43,0.00
faceofmarlboro,1713,51.11,13.33,11.11,24.44
faceofmarlboro,1720,57.58,15.15,9.09,18.18
faceofmarlboro,1729,58.82,5.88,26.47,8.82
faceofmarlboro,1720,73.33,0.00,0.00,26.67
faceofmarlboro,1711,70.00,3.33,6.67,20.00
faceofmarlboro,1719,42.86,20.00,37.14,0.00
faceofmarlboro,1728,64.52,3.23,3.23,29.03
faceofmarlboro,1736,59.09,4.55,22.73,13.64
faceofmarlboro,1744,60.00,20.00,0.00,20.00
faceofmarlboro,1752,60.00,8.89,24.44,6.67
faceofmarlboro,1744,77.42,9.68,3.23,9.68
faceofmarlboro,1736,84.38,6.25,0.00,9.38
faceofmarlboro,1736,61.11,22.22,16.67,0.00
faceofmarlboro,1736,33.33,0.00,44.44,22.22
faceofmarlboro,1736,62.50,25.00,6.25,6.25
faceofmarlboro,1736,40.00,20.00,0.00,40.00
faceofmarlboro,1736,50.00,25.00,25.00,0.00
faceofmarlboro,1649,45.83,16.67,29.17,8.33
faceofmarlboro,1884,80.00,0.00,0.00,20.00
faceofmarlboro,1736,100.00,0.00,0.00,0.00
faceofmarlboro,1736,46.15,23.08,15.38,15.38
faceofmarlboro,1736,48.28,13.79,20.69,17.24
faceofmarlboro,1736,100.00,0.00,0.00,0.00
faceofmarlboro,1736,100.00,0.00,0.00,0.00
faceofmarlboro,1877,57.14,14.29,7.14,21.43
faceofmarlboro,1742,40.00,16.00,24.00,20.00
faceofmarlboro,1749,54.55,21.21,12.12,12.12
faceofmarlboro,1755,56.52,21.74,13.04,8.70
faceofmarlboro,1761,70.69,5.17,13.79,10.34
faceofmarlboro,1755,50.00,10.00,18.00,22.00
faceofmarlboro,1761,64.71,11.76,23.53,0.00
faceofmarlboro,1767,58.06,12.90,16.13,12.90
faceofmarlboro,1773,71.43,6.12,18.37,4.08
faceofmarlboro,1766,58.97,17.95,10.26,12.82
faceofmarlboro,1760,72.00,10.00,16.00,2.00
faceofmarlboro,1766,52.08,8.33,20.83,18.75
faceofmarlboro,1760,47.22,11.11,36.11,5.56
faceofmarlboro,1760,60.61,9.09,28.79,0.00
faceofmarlboro,1765,58.93,14.29,5.36,21.43
faceofmarlboro,1771,72.00,8.00,12.00,8.00
faceofmarlboro,1765,65.00,20.00,10.00,5.00
faceofmarlboro,1759,43.48,4.35,13.04,39.13
faceofmarlboro,1754,60.00,5.71,22.86,11.43
faceofmarlboro,1760,51.61,16.13,22.58,9.68
faceofmarlboro,1754,72.73,4.55,18.18,4.55
faceofmarlboro,1749,83.33,13.33,0.00,3.33
faceofmarlboro,1743,53.85,7.69,23.08,15.38
faceofmarlboro,1738,73.47,16.33,4.08,6.12
faceofmarlboro,1732,87.50,12.50,0.00,0.00
faceofmarlboro,1726,55.56,13.89,11.11,19.44
faceofmarlboro,1731,53.33,6.67,26.67,13.33
faceofmarlboro,1737,68.00,16.00,12.00,4.00
faceofmarlboro,1731,70.83,16.67,6.25,6.25
faceofmarlboro,1737,62.96,7.41,22.22,7.41
faceofmarlboro,1743,80.00,20.00,0.00,0.00
faceofmarlboro,1738,90.91,4.55,4.55,0.00
faceofmarlboro,1733,69.70,9.09,9.09,12.12
faceofmarlboro,1673,42.86,14.29,35.71,7.14
faceofmarlboro,1739,68.75,6.25,25.00,0.00
faceofmarlboro,1733,77.78,8.33,2.78,11.11
faceofmarlboro,1738,67.86,10.71,17.86,1.79
faceofmarlboro,1745,66.67,8.33,25.00,0.00
faceofmarlboro,1750,75.47,5.66,16.98,0.00
faceofmarlboro,1744,86.67,0.00,13.33,0.00
faceofmarlboro,1750,66.04,11.32,11.32,11.32
faceofmarlboro,1743,37.93,10.34,31.03,20.69
faceofmarlboro,1748,63.16,21.05,14.04,1.75
faceofmarlboro,1741,50.00,18.75,31.25,0.00
faceofmarlboro,1748,59.52,9.52,14.29,16.67
faceofmarlboro,1754,39.29,17.86,42.86,0.00
faceofmarlboro,1759,30.00,30.00,30.00,10.00
faceofmarlboro,1762,64.29,0.00,21.43,14.29
faceofmarlboro,1756,72.41,17.24,3.45,6.90
faceofmarlboro,1762,69.23,3.85,23.08,3.85
faceofmarlboro,1767,70.59,5.88,17.65,5.88
faceofmarlboro,1774,57.14,10.71,14.29,17.86
faceofmarlboro,1768,76.32,5.26,13.16,5.26
faceofmarlboro,1775,47.06,11.76,29.41,11.76
faceofmarlboro,1781,60.00,8.57,8.57,22.86
faceofmarlboro,1787,46.15,15.38,30.77,7.69
faceofmarlboro,1781,77.78,8.33,5.56,8.33
faceofmarlboro,1787,36.00,16.00,48.00,0.00
faceofmarlboro,1781,62.79,16.28,6.98,13.95
faceofmarlboro,1787,66.13,9.68,14.52,8.06
faceofmarlboro,1781,84.00,8.00,8.00,0.00
faceofmarlboro,1787,61.11,0.00,27.78,11.11
faceofmarlboro,1793,35.48,9.68,45.16,9.68
faceofmarlboro,1787,71.05,5.26,7.89,15.79
faceofmarlboro,1782,63.16,5.26,21.05,10.53
faceofmarlboro,1776,87.50,12.50,0.00,0.00
faceofmarlboro,1776,54.93,16.90,26.76,1.41
faceofmarlboro,1771,61.11,11.11,8.33,19.44
faceofmarlboro,1766,84.21,7.89,5.26,2.63
faceofmarlboro,1772,54.55,9.09,27.27,9.09
faceofmarlboro,1766,67.57,10.81,5.41,16.22
faceofmarlboro,1759,61.54,7.69,30.77,0.00
faceofmarlboro,1754,63.89,11.11,11.11,13.89
faceofmarlboro,1759,71.43,0.00,14.29,14.29
faceofmarlboro,1752,54.76,19.05,4.76,21.43
faceofmarlboro,1757,73.17,7.32,12.20,7.32
faceofmarlboro,1763,36.84,21.05,36.84,5.26
faceofmarlboro,1757,92.59,3.70,0.00,3.70
faceofmarlboro,1763,48.00,8.00,40.00,4.00
faceofmarlboro,1758,60.00,13.33,23.33,3.33
faceofmarlboro,1764,45.83,12.50,16.67,25.00
faceofmarlboro,1770,62.86,8.57,8.57,20.00
faceofmarlboro,1765,73.08,3.85,19.23,3.85
faceofmarlboro,1760,70.00,13.33,3.33,13.33
faceofmarlboro,1765,42.11,21.05,36.84,0.00
faceofmarlboro,1759,59.65,7.02,10.53,22.81
faceofmarlboro,1759,49.06,15.09,35.85,-1.89
faceofmarlboro,1752,66.67,13.33,6.67,13.33
faceofmarlboro,1747,68.09,14.89,0.00,17.02
faceofmarlboro,1752,45.16,22.58,19.35,12.90
faceofmarlboro,1747,66.67,4.17,0.00,29.17
faceofmarlboro,1741,77.14,8.57,8.57,5.71
faceofmarlboro,1747,50.00,22.22,27.78,0.00
faceofmarlboro,1752,54.55,18.18,22.73,4.55
faceofmarlboro,1747,60.00,40.00,0.00,0.00
faceofmarlboro,1753,62.96,7.41,29.63,-3.70
faceofmarlboro,1758,55.00,15.00,25.00,5.00
faceofmarlboro,1759,70.00,4.29,14.29,11.43
faceofmarlboro,1765,69.57,4.35,13.04,13.04
faceofmarlboro,1759,62.50,7.50,20.00,10.00
faceofmarlboro,1759,74.60,6.35,6.35,12.70
faceofmarlboro,1754,75.00,3.57,16.07,5.36
faceofmarlboro,1747,63.64,10.91,16.36,9.09
faceofmarlboro,1752,59.38,12.50,18.75,9.38
faceofmarlboro,1747,71.11,8.89,8.89,11.11
faceofmarlboro,1753,55.88,23.53,5.88,14.71
faceofmarlboro,1747,71.43,10.71,17.86,0.00
faceofmarlboro,1741,60.53,7.89,18.42,13.16
faceofmarlboro,1747,62.50,12.50,9.38,15.62
faceofmarlboro,1753,67.65,5.88,14.71,11.76
faceofmarlboro,1747,56.00,8.00,28.00,8.00
faceofmarlboro,1741,81.25,12.50,3.12,3.12
faceofmarlboro,1734,56.00,20.00,8.00,16.00
faceofmarlboro,1740,40.00,20.00,40.00,0.00
faceofmarlboro,1745,73.08,11.54,3.85,11.54
faceofmarlboro,1739,75.00,5.00,0.00,20.00
faceofmarlboro,1744,50.00,6.25,37.50,6.25
faceofmarlboro,1738,56.92,9.23,6.15,27.69
faceofmarlboro,1744,57.69,15.38,23.08,3.85
faceofmarlboro,1750,51.22,4.88,21.95,21.95
faceofmarlboro,1755,44.44,22.22,11.11,22.22
faceofmarlboro,1751,70.59,8.82,0.00,20.59
faceofmarlboro,1746,53.19,14.89,23.40,8.51
faceofmarlboro,1751,57.89,13.16,15.79,13.16
faceofmarlboro,1756,63.64,18.18,18.18,0.00
