username,user_rating,first_line_percentage,second_line_percentage,third_line_percentage,bad_moves_percentage
jangine,1964,89.06,7.81,0.00,3.12
jangine,1964,78.72,10.64,10.64,0.00
jangine,1904,71.79,12.82,15.38,-5.13
jangine,1969,67.50,7.50,25.00,0.00
jangine,2107,81.48,3.70,12.96,0.00
jangine,2107,85.12,5.79,8.26,0.00
jangine,1972,77.59,12.07,10.34,0.00
jangine,1898,78.95,15.79,2.63,2.63
jangine,2107,81.54,7.69,9.23,1.54
jangine,1971,85.07,4.48,8.96,1.49
jangine,1971,84.42,7.79,7.79,-1.30
jangine,2107,77.78,11.11,11.11,0.00
jangine,1994,83.54,10.13,6.33,0.00
jangine,2107,90.16,3.11,5.18,1.55
jangine,2101,86.44,5.08,5.08,3.39
jangine,1971,71.43,10.20,18.37,0.00
jangine,2094,77.19,10.53,0.00,12.28
jangine,2090,80.77,1.92,9.62,7.69
jangine,2090,82.98,8.51,8.51,0.00
jangine,1971,72.73,6.06,0.00,21.21
jangine,2083,78.69,6.56,8.20,6.56
jangine,1969,77.38,7.14,10.71,4.76
jangine,1973,74.36,5.13,5.13,15.38
jangine,1973,76.47,14.71,8.82,0.00
jangine,1973,76.06,8.45,5.63,9.86
jangine,2082,71.43,7.94,20.63,0.00
jangine,2083,63.33,23.33,13.33,0.00
jangine,1992,83.67,12.24,2.04,2.04
jangine,1981,70.83,0.00,27.08,0.00
jangine,2084,82.28,8.86,7.59,0.00
jangine,2076,75.00,25.00,0.00,0.00
jangine,1972,100.00,0.00,0.00,0.00
jangine,1962,87.50,12.50,0.00,0.00
jangine,2066,83.33,16.67,0.00,0.00
jangine,1963,76.60,14.89,8.51,0.00
jangine,2063,69.44,16.67,5.56,8.33
jangine,1971,71.05,18.42,7.89,0.00
jangine,1972,73.58,15.09,9.43,1.89
jangine,2063,78.43,11.76,9.80,0.00
jangine,1975,69.57,8.70,19.57,2.17
jangine,1978,75.36,11.59,7.25,5.80
jangine,1995,75.20,7.20,13.60,2.40
jangine,2067,82.43,4.05,4.05,8.11
jangine,2059,67.24,8.62,15.52,8.62
jangine,1995,90.70,2.33,2.33,4.65
jangine,1983,76.62,10.39,12.99,0.00
jangine,1995,85.19,5.56,0.00,9.26
jangine,2055,75.47,7.55,0.00,16.98
jangine,2051,70.77,15.38,0.00,13.85
jangine,2051,80.00,12.00,8.00,0.00
jangine,2052,71.83,12.68,14.08,-1.41
Elmichess,2144,69.23,10.77,20.00,-1.54
Elmichess,1968,88.76,6.74,4.49,0.00
Elmichess,1768,64.29,25.00,7.14,3.57
Elmichess,1752,70.00,16.67,3.33,10.00
Elmichess,1723,64.15,13.21,20.75,1.89
Elmichess,1723,78.12,6.25,15.62,0.00
Elmichess,2144,60.00,25.00,10.00,5.00
Elmichess,2378,75.00,5.56,16.67,2.78
Elmichess,2144,73.13,14.93,8.96,2.99
Elmichess,2138,60.00,10.00,30.00,0.00
Elmichess,1963,77.42,12.90,6.45,3.23
Elmichess,1958,74.07,11.11,3.70,11.11
Elmichess,2138,65.12,4.65,25.58,4.65
Elmichess,1965,68.97,5.17,24.14,0.00
Elmichess,1960,67.50,12.50,20.00,0.00
Elmichess,1967,73.68,10.53,15.79,0.00
Elmichess,1968,57.14,14.29,25.71,2.86
Elmichess,1963,59.26,11.11,29.63,0.00
Elmichess,1958,88.24,5.88,1.96,3.92
Elmichess,2412,72.58,6.45,20.97,-1.61
Elmichess,2131,72.22,16.67,11.11,0.00
Elmichess,1953,76.19,4.76,11.90,7.14
Elmichess,1959,66.10,13.56,20.34,0.00
Elmichess,1954,61.11,6.25,2.08,30.56
Elmichess,1949,82.35,8.82,5.88,2.94
Elmichess,1956,52.00,16.00,28.00,4.00
Elmichess,1956,50.00,9.09,31.82,9.09
Elmichess,1951,60.00,7.50,25.00,7.50
Elmichess,1945,65.12,6.98,25.58,2.33
Elmichess,2131,67.50,22.50,0.00,10.00
Elmichess,2131,83.33,8.33,8.33,0.00
Elmichess,1939,65.52,12.07,12.07,10.34
Elmichess,1934,92.11,7.89,0.00,0.00
Elmichess,1934,82.05,3.85,11.54,2.56
Elmichess,1734,77.91,8.14,12.79,1.16
Elmichess,1734,46.67,20.00,30.00,3.33
Elmichess,1934,56.25,6.25,25.00,12.50
Elmichess,1940,76.47,5.88,16.18,1.47
Elmichess,1934,45.71,22.86,25.71,5.71
Elmichess,1940,60.00,4.00,36.00,0.00
Elmichess,1934,60.00,8.57,15.71,15.71
Elmichess,2124,57.69,15.38,23.08,3.85
Elmichess,2124,57.81,14.06,25.00,3.12
Elmichess,2124,72.55,7.84,13.73,5.88
Elmichess,1940,62.50,12.50,25.00,0.00
Elmichess,1935,61.29,16.13,22.58,0.00
Elmichess,1941,65.12,9.30,25.58,-4.65
Elmichess,1935,69.44,19.44,11.11,0.00
Elmichess,2124,82.14,5.36,1.79,10.71
Elmichess,1942,60.00,13.33,26.67,0.00
Elmichess,1936,92.31,3.85,3.85,0.00
Elmichess,1942,68.63,11.76,19.61,-1.96
Elmichess,1937,82.09,13.43,1.49,2.99
Elmichess,1943,60.00,20.00,20.00,0.00
Elmichess,1949,74.29,5.71,14.29,2.86
Elmichess,1956,65.57,11.48,22.95,-1.64
Elmichess,1708,61.76,8.82,29.41,0.00
Elmichess,1719,71.43,5.71,22.86,0.00
Elmichess,1731,79.63,7.41,12.96,0.00
Elmichess,1950,82.76,0.00,3.45,13.79
Elmichess,1731,95.83,0.00,0.00,4.17
Elmichess,1950,86.29,4.84,4.03,4.03
Elmichess,1945,75.00,12.50,12.50,0.00
Elmichess,1940,75.00,7.14,0.00,17.86
Elmichess,1946,60.00,12.00,28.00,0.00
Elmichess,1952,72.97,8.11,13.51,5.41
Elmichess,2124,88.89,11.11,0.00,0.00
Elmichess,1947,67.57,8.11,18.92,5.41
Elmichess,1942,55.56,13.89,27.78,2.78
Elmichess,1936,67.35,12.24,20.41,0.00
Elmichess,1931,65.62,3.12,28.12,3.12
Elmichess,1925,56.10,17.07,17.07,9.76
Elmichess,1925,72.84,11.11,4.94,11.11
Elmichess,1919,73.02,7.94,11.11,7.94
Elmichess,1925,70.27,12.16,16.22,0.00
Elmichess,1919,50.00,25.00,16.67,8.33
Elmichess,1752,61.97,12.68,23.94,1.41
Elmichess,1919,100.00,0.00,0.00,0.00
Elmichess,2124,60.00,15.00,20.00,5.00
Elmichess,1913,87.80,4.88,7.32,0.00
Elmichess,2412,77.78,11.11,3.70,7.41
Elmichess,2411,60.00,8.00,4.00,28.00
Elmichess,2411,52.63,10.53,15.79,21.05
Elmichess,1918,50.00,13.89,33.33,2.78
Elmichess,1918,72.73,13.64,4.55,9.09
Elmichess,2124,59.38,9.38,31.25,0.00
Elmichess,1912,62.50,18.75,18.75,0.00
Elmichess,1905,63.27,18.37,12.24,6.12
Elmichess,1911,70.15,7.46,19.40,-1.49
Elmichess,1904,76.19,7.14,14.29,2.38
Elmichess,1910,59.18,18.37,22.45,0.00
Elmichess,1915,70.73,7.32,21.95,0.00
Elmichess,1921,80.00,7.27,12.73,0.00
Elmichess,1915,68.18,13.64,18.18,0.00
Elmichess,1915,100.00,0.00,0.00,0.00
Elmichess,1915,100.00,0.00,0.00,0.00
Elmichess,1908,70.69,13.79,12.07,3.45
Elmichess,1902,71.93,10.53,1.75,15.79
Elmichess,1896,85.71,9.52,4.76,0.00
Elmichess,1900,64.00,12.00,24.00,0.00
AshNostromo,1986,62.16,21.62,13.51,2.70
AshNostromo,1772,87.72,7.02,1.75,3.51
AshNostromo,1772,78.12,3.12,4.69,14.06
AshNostromo,1983,67.39,2.17,15.22,15.22
AshNostromo,1766,75.93,9.26,5.56,9.26
AshNostromo,1766,76.14,7.95,5.68,10.23
AshNostromo,1766,77.27,10.23,4.55,7.95
AshNostromo,1769,76.60,11.70,11.70,0.00
AshNostromo,1772,50.00,22.00,28.00,0.00
AshNostromo,1772,81.48,12.96,1.85,3.70
AshNostromo,1777,56.00,16.00,24.00,4.00
AshNostromo,1983,84.91,5.66,9.43,0.00
AshNostromo,1986,74.00,4.00,18.00,4.00
AshNostromo,1981,81.36,0.00,1.69,16.95
AshNostromo,1975,85.85,5.66,0.00,8.49
AshNostromo,1772,68.52,12.96,7.41,11.11
AshNostromo,1977,66.67,18.75,12.50,0.00
AshNostromo,1772,59.52,9.52,29.76,-3.57
AshNostromo,1979,74.29,14.29,5.71,5.71
AshNostromo,1980,78.57,9.52,11.90,0.00
AshNostromo,1976,90.57,3.77,1.89,3.77
AshNostromo,1770,77.78,7.41,7.41,7.41
AshNostromo,1770,79.31,10.34,10.34,-1.15
AshNostromo,1770,70.69,12.07,1.72,15.52
AshNostromo,1768,66.67,11.11,11.11,11.11
AshNostromo,1759,82.50,5.00,5.00,7.50
AshNostromo,1759,88.24,5.88,0.00,5.88
AshNostromo,1762,51.61,12.90,35.48,0.00
AshNostromo,1759,75.27,7.53,7.53,9.68
AshNostromo,1751,54.69,7.81,6.25,31.25
AshNostromo,1745,71.83,8.45,12.68,7.04
AshNostromo,1738,82.00,12.00,0.00,6.00
AshNostromo,1738,87.13,5.94,1.98,4.95
AshNostromo,1743,61.82,10.91,27.27,-1.82
AshNostromo,1969,63.46,17.31,7.69,11.54
AshNostromo,1741,88.27,3.70,7.41,0.62
AshNostromo,1749,57.45,6.38,29.79,4.26
AshNostromo,1754,62.11,8.42,22.11,7.37
AshNostromo,1758,84.93,5.48,6.85,2.74
AshNostromo,1758,67.65,11.76,10.29,10.29
AshNostromo,1969,77.78,11.11,11.11,0.00
AshNostromo,1752,62.07,13.79,10.34,13.79
AshNostromo,1752,75.28,4.49,11.24,6.74
AshNostromo,1962,80.00,0.00,0.00,20.00
AshNostromo,1748,85.87,5.43,5.43,3.26
AshNostromo,1757,67.06,8.24,20.00,1.18
AshNostromo,1755,66.00,18.00,2.00,14.00
AshNostromo,1755,81.25,8.75,10.00,-1.25
AshNostromo,1755,69.23,3.85,26.92,0.00
AshNostromo,1758,57.63,13.56,28.81,0.00
AshNostromo,1961,73.77,4.92,6.56,14.75
AshNostromo,1752,75.76,6.06,6.06,12.12
AshNostromo,1755,77.27,9.09,13.64,0.00
AshNostromo,1757,60.29,13.24,26.47,0.00
AshNostromo,1760,76.92,7.69,15.38,0.00
AshNostromo,1760,79.66,10.17,6.78,3.39
AshNostromo,1762,77.27,12.12,10.61,0.00
AshNostromo,1764,68.33,16.67,15.00,0.00
AshNostromo,1766,70.73,7.32,21.95,0.00
AshNostromo,1766,79.55,6.82,11.36,2.27
AshNostromo,1961,73.33,8.89,15.56,2.22
AshNostromo,1769,66.67,20.83,12.50,0.00
AshNostromo,1967,72.22,14.44,11.11,1.11
AshNostromo,1769,76.67,6.67,10.00,6.67
AshNostromo,1757,72.08,6.49,5.19,16.23
AshNostromo,1760,68.29,12.20,14.63,4.88
AshNostromo,1967,71.05,15.79,13.16,0.00
AshNostromo,1975,64.81,12.96,18.52,1.85
AshNostromo,1760,80.30,7.58,12.12,-1.52
AshNostromo,1762,61.70,12.77,21.28,4.26
AshNostromo,1982,67.74,12.90,19.35,0.00
AshNostromo,1765,56.41,12.82,28.21,0.00
AshNostromo,1768,71.26,6.90,9.20,12.64
AshNostromo,1768,47.89,19.72,32.39,0.00
AshNostromo,1763,91.67,5.56,0.00,2.78
AshNostromo,1981,68.97,12.07,8.62,10.34
AshNostromo,1765,66.67,7.14,26.19,0.00
AshNostromo,1768,64.71,11.76,21.57,1.96
AshNostromo,1770,64.52,17.74,17.74,0.00
AshNostromo,1772,58.97,15.38,7.69,17.95
AshNostromo,1771,90.57,5.66,1.89,1.89
AshNostromo,1771,69.23,13.46,17.31,-1.92
AshNostromo,1978,75.38,10.77,6.15,7.69
AshNostromo,1773,71.11,8.89,20.00,-4.44
AshNostromo,1971,82.86,5.71,7.14,4.29
AshNostromo,1776,63.27,13.27,11.22,12.24
AshNostromo,1771,71.60,8.64,7.41,12.35
AshNostromo,1971,80.33,6.56,13.11,0.00
AshNostromo,1773,63.04,15.22,19.57,2.17
AshNostromo,1971,73.33,4.44,22.22,0.00
AshNostromo,1971,60.38,11.32,15.09,13.21
AshNostromo,1773,84.09,13.64,0.00,2.27
AshNostromo,1773,91.75,1.55,3.09,3.61
AshNostromo,1689,61.36,13.64,25.00,0.00
AshNostromo,1773,74.70,10.84,1.20,13.25
AshNostromo,1971,80.85,12.77,6.38,0.00
AshNostromo,1773,75.00,12.50,12.50,0.00
AshNostromo,1773,81.25,7.29,8.33,1.04
AshNostromo,1976,65.85,14.63,18.29,1.22
AshNostromo,1976,62.07,17.24,20.69,0.00
sargon-3ply,1417,71.67,8.33,18.33,1.67
sargon-3ply,1417,64.29,11.90,23.81,0.00
sargon-3ply,1596,58.97,17.95,23.08,0.00
sargon-3ply,1421,52.63,2.63,39.47,5.26
sargon-3ply,1415,89.47,0.00,0.00,10.53
sargon-3ply,1415,65.85,12.20,21.95,0.00
sargon-3ply,1417,52.00,4.00,36.00,8.00
sargon-3ply,1420,57.14,3.57,35.71,3.57
sargon-3ply,1420,47.37,5.26,42.11,5.26
sargon-3ply,1424,45.16,12.90,35.48,6.45
sargon-3ply,1421,60.00,10.00,10.00,20.00
sargon-3ply,1540,64.94,7.79,18.18,9.09
sargon-3ply,1596,42.11,26.32,31.58,0.00
sargon-3ply,1531,72.73,4.55,18.18,4.55
sargon-3ply,1419,55.17,20.69,17.24,6.90
sargon-3ply,1419,59.68,12.90,25.81,-1.61
sargon-3ply,1414,66.67,0.00,0.00,33.33
sargon-3ply,1537,70.00,10.00,15.00,5.00
sargon-3ply,1594,71.79,12.82,12.82,2.56
sargon-3ply,1420,21.43,14.29,60.71,3.57
sargon-3ply,1586,85.71,0.00,7.14,7.14
sargon-3ply,1426,63.83,2.13,27.66,6.38
sargon-3ply,1421,62.50,12.50,20.83,4.17
sargon-3ply,1424,45.59,14.71,8.82,30.88
sargon-3ply,1424,62.00,7.00,5.00,26.00
sargon-3ply,1425,58.54,21.95,19.51,-2.44
sargon-3ply,1419,57.14,20.41,6.12,16.33
sargon-3ply,1586,66.67,8.33,25.00,-4.17
sargon-3ply,1419,31.58,26.32,42.11,0.00
sargon-3ply,1586,36.84,15.79,42.11,5.26
sargon-3ply,1586,50.00,20.00,23.33,6.67
sargon-3ply,1420,73.77,8.20,9.84,8.20
sargon-3ply,1586,64.52,12.90,16.13,6.45
sargon-3ply,1586,50.00,15.79,31.58,2.63
sargon-3ply,1537,69.57,8.70,13.04,8.70
sargon-3ply,1537,71.30,3.70,12.96,12.04
sargon-3ply,1422,54.84,9.68,32.26,3.23
sargon-3ply,1586,40.43,2.13,40.43,17.02
sargon-3ply,1586,52.94,11.76,23.53,11.76
sargon-3ply,1586,75.47,9.43,11.32,3.77
sargon-3ply,1422,59.65,12.28,21.05,7.02
sargon-3ply,1540,34.62,19.23,42.31,3.85
sargon-3ply,1417,63.08,12.31,6.15,18.46
sargon-3ply,1588,53.23,9.68,35.48,1.61
sargon-3ply,1546,62.75,9.80,1.96,25.49
sargon-3ply,1588,46.67,23.33,26.67,3.33
sargon-3ply,1546,66.67,9.88,18.52,3.70
sargon-3ply,1552,65.91,10.23,13.64,7.95
sargon-3ply,1592,58.14,9.30,32.56,0.00
sargon-3ply,1592,60.00,13.33,20.00,6.67
sargon-3ply,1595,50.00,9.09,27.27,13.64
sargon-3ply,1414,75.51,8.16,12.24,4.08
sargon-3ply,1556,52.94,15.69,31.37,0.00
sargon-3ply,1599,54.55,9.09,36.36,0.00
sargon-3ply,1559,66.67,4.76,25.40,3.17
sargon-3ply,1406,62.07,6.90,17.24,13.79
sargon-3ply,1406,56.86,11.76,17.65,13.73
sargon-3ply,1408,55.77,15.38,21.15,7.69
sargon-3ply,1559,73.53,2.94,5.88,17.65
sargon-3ply,1603,56.00,8.00,36.00,0.00
sargon-3ply,1596,60.49,9.88,25.93,3.70
sargon-3ply,1411,59.46,16.22,18.92,5.41
sargon-3ply,1413,60.87,8.70,8.70,21.74
sargon-3ply,1413,45.45,18.18,31.82,4.55
sargon-3ply,1559,60.00,20.00,20.00,0.00
sargon-3ply,1414,62.50,10.71,19.64,5.36
sargon-3ply,1599,58.62,17.24,22.41,1.72
sargon-3ply,1414,65.62,9.38,25.00,0.00
sargon-3ply,1562,64.29,11.43,24.29,-1.43
sargon-3ply,1600,63.16,0.00,31.58,5.26
sargon-3ply,1592,45.00,15.00,25.00,15.00
sargon-3ply,1415,62.79,18.60,16.28,2.33
sargon-3ply,1564,59.46,16.22,21.62,2.70
sargon-3ply,1415,46.88,18.75,28.12,3.12
sargon-3ply,1422,67.61,7.04,23.94,1.41
sargon-3ply,1425,41.67,16.67,20.83,20.83
sargon-3ply,1592,52.17,13.04,30.43,4.35
sargon-3ply,1425,50.00,10.00,35.00,5.00
sargon-3ply,1567,41.38,17.24,34.48,6.90
sargon-3ply,1429,55.17,15.52,15.52,13.79
sargon-3ply,1597,66.67,10.61,15.15,7.58
sargon-3ply,1430,47.37,5.26,42.11,5.26
sargon-3ply,1596,68.85,14.75,13.11,0.00
sargon-3ply,1430,59.62,15.38,25.00,-1.92
sargon-3ply,1599,62.86,17.14,17.14,2.86
sargon-3ply,1592,73.53,5.88,5.88,14.71
sargon-3ply,1503,50.00,8.33,29.17,12.50
sargon-3ply,1434,58.54,12.20,21.95,7.32
sargon-3ply,1559,89.66,3.45,0.00,6.90
sargon-3ply,1592,60.00,17.50,22.50,0.00
sargon-3ply,1435,64.15,7.55,28.30,-1.89
sargon-3ply,1435,66.67,6.67,20.00,6.67
sargon-3ply,1587,54.65,13.95,15.12,16.28
sargon-3ply,1438,45.83,16.67,33.33,4.17
sargon-3ply,1439,70.69,5.17,18.97,5.17
sargon-3ply,1444,50.00,25.00,21.88,3.12
sargon-3ply,1562,54.84,19.35,25.81,0.00
sargon-3ply,1587,36.36,22.73,36.36,4.55
sargon-3ply,1560,61.76,8.82,2.94,26.47
sargon-3ply,1560,61.40,12.28,22.81,3.51
piglet_engine,1744,77.78,8.33,0.00,13.89
piglet_engine,1926,74.42,11.63,13.95,0.00
piglet_engine,1923,90.00,2.50,5.00,2.50
piglet_engine,1923,63.33,18.33,18.33,0.00
piglet_engine,1923,75.41,1.64,0.00,22.95
piglet_engine,1744,78.57,16.67,2.38,2.38
piglet_engine,1923,80.00,5.45,9.09,5.45
piglet_engine,1917,81.40,6.98,4.65,6.98
piglet_engine,1913,60.87,15.22,14.13,9.78
piglet_engine,1910,61.74,16.52,12.17,9.57
maia1,1406,74.07,3.70,7.41,14.81
maia1,1412,83.33,4.17,0.00,12.50
maia1,1453,67.61,9.86,18.31,2.82
maia1,1453,85.37,2.44,12.20,0.00
maia1,1453,68.57,8.57,11.43,11.43
maia1,1412,44.44,22.22,29.63,3.70
maia1,1412,79.25,7.55,13.21,0.00
maia1,1453,70.59,0.00,23.53,5.88
maia1,1453,73.68,5.26,21.05,-2.63
maia1,1453,80.00,0.00,6.67,13.33
maia1,1540,60.87,17.39,21.74,0.00
maia1,1450,58.82,11.76,5.88,23.53
maia1,1540,69.23,7.69,7.69,15.38
maia1,1618,69.57,8.70,19.57,2.17
maia1,1450,57.89,0.00,42.11,0.00
maia1,1450,66.67,16.67,16.67,0.00
maia1,1450,74.55,10.91,12.73,1.82
maia1,1450,100.00,0.00,0.00,0.00
maia1,1450,79.01,7.41,13.58,0.00
maia1,1611,75.00,15.00,2.50,7.50
maia1,1450,75.61,12.20,4.88,7.32
maia1,1412,90.00,10.00,0.00,0.00
maia1,1450,52.63,13.16,34.21,0.00
maia1,1412,50.00,10.71,35.71,3.57
maia1,1450,76.47,5.88,7.84,9.80
maia1,1455,51.11,15.56,31.11,2.22
maia1,1455,78.26,6.52,13.04,2.17
maia1,1455,48.48,6.06,30.30,15.15
maia1,1607,63.64,0.00,27.27,9.09
maia1,1540,72.73,4.55,18.18,4.55
maia1,1459,57.78,13.33,26.67,2.22
maia1,1459,83.33,16.67,0.00,0.00
maia1,1464,64.71,11.76,20.59,2.94
maia1,1415,72.73,18.18,9.09,0.00
maia1,1464,71.70,9.43,15.09,3.77
maia1,1464,72.58,11.29,8.06,6.45
maia1,1464,58.82,0.00,11.76,29.41
maia1,1464,71.64,10.45,16.42,-2.99
maia1,1464,46.15,11.54,38.46,3.85
maia1,1464,56.00,16.00,16.00,12.00
maia1,1464,54.17,4.17,37.50,4.17
maia1,1411,40.00,13.33,26.67,20.00
maia1,1411,86.36,4.55,0.00,9.09
maia1,1411,53.57,7.14,35.71,3.57
maia1,1464,74.19,9.68,16.13,0.00
maia1,1460,79.17,8.33,0.00,12.50
maia1,1540,74.51,3.92,21.57,0.00
maia1,1412,66.67,12.12,15.15,6.06
maia1,1540,47.37,5.26,36.84,10.53
maia1,1470,72.50,12.50,10.00,5.00
maia1,1470,90.62,3.12,0.00,6.25
maia1,1470,75.00,25.00,0.00,0.00
maia1,1467,54.55,9.09,27.27,9.09
maia1,1467,71.05,2.63,2.63,23.68
maia1,1412,74.65,11.27,14.08,0.00
maia1,1412,72.22,0.00,0.00,27.78
maia1,1467,71.15,11.54,15.38,1.92
maia1,1467,64.86,8.11,24.32,2.70
maia1,1473,52.94,5.88,29.41,11.76
maia1,1473,82.86,8.57,5.71,2.86
maia1,1540,52.63,26.32,5.26,15.79
maia1,1473,70.31,10.94,17.19,1.56
maia1,1473,50.00,12.50,31.25,6.25
maia1,1412,63.64,9.09,27.27,0.00
maia1,1473,72.00,4.00,20.00,4.00
maia1,1473,50.00,10.00,30.00,10.00
maia1,1473,61.90,14.29,4.76,19.05
maia1,1540,61.54,15.38,23.08,0.00
maia1,1408,54.55,13.64,31.82,0.00
maia1,1473,66.67,9.09,18.18,6.06
maia1,1404,70.37,14.81,3.70,11.11
maia1,1471,59.46,10.81,18.92,10.81
maia1,1404,41.18,23.53,23.53,11.76
maia1,1471,37.50,6.25,50.00,6.25
maia1,1540,71.43,7.14,21.43,0.00
maia1,1471,85.71,7.14,7.14,0.00
maia1,1471,63.16,10.53,10.53,15.79
maia1,1471,73.91,8.70,4.35,13.04
maia1,1404,72.73,13.64,9.09,4.55
maia1,1471,94.44,5.56,0.00,0.00
maia1,1615,69.05,9.52,2.38,19.05
maia1,1612,47.06,17.65,35.29,0.00
maia1,1412,70.18,12.28,17.54,0.00
maia1,1608,41.18,5.88,41.18,11.76
maia1,1471,66.67,19.05,4.76,9.52
maia1,1471,71.43,14.29,14.29,0.00
maia1,1533,84.62,0.00,7.69,7.69
maia1,1471,68.75,0.00,25.00,6.25
maia1,1412,67.35,16.33,16.33,0.00
maia1,1471,50.00,0.00,43.75,6.25
maia1,1412,44.44,16.67,33.33,5.56
maia1,1477,59.09,4.55,36.36,0.00
maia1,1533,81.63,4.08,4.08,10.20
maia1,1477,47.06,0.00,29.41,23.53
maia1,1533,63.49,12.70,23.81,-1.59
maia1,1477,62.50,8.33,29.17,0.00
maia5,1652,100.00,0.00,0.00,0.00
maia5,1652,80.00,20.00,0.00,0.00
maia5,1587,76.47,5.88,17.65,0.00
maia5,1593,68.18,9.09,9.09,13.64
maia5,1593,65.85,7.32,24.39,2.44
maia5,1487,60.98,7.32,26.83,4.88
maia5,1652,72.73,11.36,13.64,-2.27
maia5,1593,66.67,5.56,16.67,11.11
maia5,1652,67.39,10.87,13.04,8.70
maia5,1652,54.84,0.00,29.03,16.13
maia5,1652,79.17,8.33,8.33,4.17
maia5,1593,61.29,9.68,29.03,0.00
maia5,1647,56.00,4.00,16.00,24.00
maia5,1647,78.95,0.00,10.53,10.53
maia5,1597,58.82,0.00,23.53,17.65
maia5,1597,62.30,18.03,8.20,11.48
maia5,1597,87.50,0.00,8.33,4.17
maia5,1594,68.42,10.53,15.79,5.26
maia5,1594,63.89,8.33,19.44,8.33
maia5,1487,74.00,8.00,10.00,8.00
maia5,1594,73.49,4.82,9.64,12.05
maia5,1594,65.38,15.38,19.23,0.00
maia5,1594,68.89,11.11,4.44,15.56
maia5,1594,47.37,21.05,15.79,15.79
maia5,1594,73.47,6.12,18.37,0.00
maia5,1652,48.00,24.00,28.00,0.00
