username,user_rating,first_line_percentage,second_line_percentage,third_line_percentage,bad_moves_percentage
maia5,1594,66.67,10.00,23.33,0.00
maia5,1587,85.23,5.68,6.82,2.27
maia5,1587,83.33,11.11,5.56,0.00
maia5,1631,66.67,0.00,33.33,0.00
maia5,1587,51.61,6.45,6.45,35.48
maia5,1587,76.09,13.04,4.35,6.52
maia5,1625,55.56,22.22,22.22,0.00
maia5,1587,61.54,15.38,7.69,15.38
maia5,1628,69.39,6.12,20.41,4.08
maia5,1652,100.00,0.00,0.00,0.00
maia5,1652,80.00,20.00,0.00,0.00
maia5,1587,76.47,5.88,11.76,5.88
maia5,1593,68.18,9.09,13.64,9.09
maia5,1593,70.73,0.00,26.83,2.44
maia5,1487,60.98,4.88,29.27,4.88
maia5,1652,65.91,9.09,22.73,2.27
maia5,1593,70.37,5.56,16.67,7.41
maia5,1652,65.22,13.04,13.04,8.70
maia5,1652,54.84,9.68,16.13,19.35
maia5,1652,79.17,4.17,12.50,4.17
maia5,1593,64.52,12.90,22.58,0.00
maia5,1647,60.00,4.00,12.00,24.00
maia5,1647,78.95,0.00,10.53,10.53
maia5,1647,84.85,9.09,0.00,6.06
maia5,1643,80.39,5.88,13.73,0.00
maia5,1593,65.96,8.51,23.40,2.13
maia5,1643,80.00,0.00,16.00,4.00
maia5,1643,75.00,7.14,3.57,14.29
maia5,1643,88.89,7.41,3.70,0.00
maia5,1643,72.22,0.00,22.22,5.56
maia5,1488,70.83,20.83,4.17,4.17
maia5,1643,59.09,13.64,9.09,18.18
maia5,1585,54.55,18.18,22.73,4.55
maia5,1488,68.75,6.25,25.00,0.00
maia5,1590,65.38,15.38,19.23,0.00
maia5,1590,65.62,6.25,15.62,12.50
maia5,1590,78.95,5.26,5.26,10.53
maia5,1590,75.00,7.14,14.29,3.57
maia5,1590,72.73,9.09,18.18,0.00
maia5,1590,68.97,11.49,1.15,18.39
maia5,1590,72.73,0.00,18.18,9.09
maia5,1590,66.67,16.67,16.67,0.00
maia5,1590,74.47,6.38,6.38,12.77
maia5,1590,87.50,12.50,0.00,0.00
maia5,1590,65.79,7.89,26.32,0.00
maia5,1590,54.55,13.64,22.73,9.09
maia5,1590,82.76,10.34,6.90,0.00
maia5,1590,55.56,22.22,11.11,11.11
maia5,1644,72.88,15.25,6.78,5.08
maia5,1644,86.67,6.67,6.67,0.00
maia5,1585,74.29,11.43,5.71,8.57
maia5,1585,57.14,4.08,18.37,20.41
maia5,1590,74.07,7.41,3.70,14.81
maia5,1590,76.67,10.00,8.33,5.00
maia5,1590,74.29,5.71,14.29,5.71
maia5,1593,71.43,14.29,3.57,10.71
maia5,1593,73.33,8.89,13.33,0.00
maia5,1592,57.14,14.29,28.57,0.00
maia5,1592,80.00,10.00,10.00,0.00
maia5,1644,71.79,5.13,20.51,2.56
maia5,1590,61.29,6.45,19.35,12.90
maia5,1590,70.59,17.65,5.88,5.88
maia5,1590,58.33,8.33,8.33,25.00
maia5,1594,52.17,8.70,21.74,17.39
maia5,1594,71.43,17.86,10.71,0.00
maia5,1494,70.69,10.34,15.52,0.00
maia5,1644,94.74,0.00,0.00,5.26
maia5,1594,72.73,4.55,9.09,13.64
maia5,1490,58.82,29.41,0.00,11.76
maia5,1603,48.00,24.00,24.00,4.00
maia5,1603,75.00,21.43,3.57,0.00
maia5,1644,80.00,10.00,5.00,5.00
maia5,1612,87.32,2.82,8.45,-1.41
maia5,1618,74.07,0.00,22.22,3.70
maia5,1610,62.07,6.90,20.69,10.34
maia5,1644,40.00,20.00,30.00,10.00
maia5,1644,78.57,7.14,7.14,7.14
maia5,1610,63.64,9.09,27.27,0.00
maia5,1610,63.33,13.33,21.67,0.00
maia9,1607,66.67,0.00,0.00,33.33
maia9,1607,61.11,11.11,5.56,22.22
maia9,1607,81.82,0.00,13.64,4.55
maia9,1607,66.67,0.00,33.33,0.00
maia9,1695,58.82,5.88,23.53,11.76
maia9,1700,64.15,13.21,18.87,3.77
maia9,1603,78.85,7.69,5.77,7.69
maia9,1621,75.00,16.67,0.00,8.33
maia9,1734,68.42,10.53,5.26,15.79
maia9,1598,79.17,4.17,0.00,16.67
maia9,1621,88.00,4.00,0.00,8.00
maia9,1700,55.17,3.45,20.69,20.69
maia9,1594,61.76,20.59,11.76,5.88
maia9,1621,66.67,14.81,3.70,14.81
maia9,1621,71.21,10.61,7.58,10.61
maia9,1739,68.97,10.34,20.69,0.00
maia9,1601,78.18,0.00,20.00,1.82
maia9,1700,58.18,14.55,10.91,14.55
maia9,1621,67.57,16.22,12.16,4.05
maia9,1621,73.02,11.11,11.11,4.76
maia9,1739,64.71,7.84,27.45,-1.96
maia9,1621,51.52,18.18,27.27,3.03
maia9,1621,68.42,7.02,5.26,19.30
maia9,1700,48.28,10.34,20.69,20.69
maia9,1621,77.42,3.23,19.35,0.00
maia9,1700,40.00,5.00,20.00,35.00
maia9,1700,53.57,7.14,14.29,25.00
maia9,1621,61.54,12.82,20.51,5.13
maia9,1700,77.27,4.55,0.00,18.18
maia9,1621,53.85,15.38,15.38,15.38
maia9,1733,55.56,11.11,30.56,2.78
maia9,1604,72.00,16.00,0.00,12.00
maia9,1700,68.00,4.00,0.00,28.00
maia9,1604,93.33,0.00,0.00,6.67
maia9,1604,67.47,15.66,16.87,0.00
maia9,1621,68.42,15.79,15.79,0.00
maia9,1611,59.09,4.55,36.36,0.00
maia9,1606,70.97,16.13,9.68,3.23
maia9,1700,81.82,9.09,0.00,9.09
maia9,1602,72.41,6.90,13.79,6.90
maia9,1597,81.82,0.00,9.09,9.09
maia9,1621,58.82,9.80,29.41,1.96
maia9,1621,65.22,17.39,0.00,17.39
maia9,1597,75.00,6.25,3.12,15.62
maia9,1597,85.71,0.00,9.52,4.76
maia9,1597,72.22,5.56,11.11,11.11
maia9,1621,85.00,0.00,5.00,10.00
maia9,1597,79.66,3.39,3.39,13.56
maia9,1597,66.67,4.17,8.33,20.83
maia9,1597,86.57,2.99,10.45,-1.49
maia9,1597,77.78,3.70,7.41,11.11
maia9,1700,40.00,26.67,33.33,0.00
maia9,1597,77.27,4.55,0.00,18.18
maia9,1733,67.50,7.50,17.50,7.50
maia9,1700,93.94,3.03,0.00,3.03
maia9,1733,60.00,10.00,0.00,30.00
maia9,1700,56.25,9.38,18.75,15.62
maia9,1733,63.33,0.00,30.00,6.67
maia9,1701,65.00,5.00,10.00,20.00
maia9,1701,66.67,11.11,22.22,0.00
maia9,1599,67.39,15.22,15.22,2.17
maia9,1701,48.00,28.00,16.00,8.00
maia9,1627,82.26,6.45,11.29,-1.61
maia9,1701,76.92,15.38,0.00,7.69
maia9,1701,50.00,29.17,8.33,12.50
maia9,1603,64.44,11.11,24.44,0.00
maia9,1701,80.00,20.00,0.00,0.00
maia9,1603,63.16,21.05,5.26,10.53
maia9,1701,71.88,12.50,3.12,12.50
maia9,1603,77.38,7.14,8.33,7.14
maia9,1627,69.81,11.32,9.43,9.43
maia9,1603,69.14,12.35,7.41,11.11
maia9,1701,79.41,5.88,5.88,8.82
maia9,1701,45.00,30.00,15.00,10.00
maia9,1733,50.00,0.00,0.00,50.00
maia9,1701,68.18,9.09,4.55,18.18
maia9,1627,63.27,8.16,12.24,16.33
maia9,1701,58.62,10.34,20.69,10.34
maia9,1707,58.62,13.79,20.69,6.90
maia9,1707,75.86,17.24,0.00,6.90
maia9,1633,87.50,12.50,0.00,0.00
maia9,1707,58.33,16.67,5.56,19.44
maia9,1633,66.07,14.29,19.64,0.00
maia9,1633,77.27,4.55,13.64,4.55
maia9,1707,86.36,13.64,0.00,0.00
maia9,1633,61.90,26.19,9.52,2.38
maia9,1707,61.54,7.69,30.77,0.00
maia9,1633,84.62,0.00,3.85,11.54
maia9,1707,83.33,16.67,0.00,0.00
maia9,1707,73.33,6.67,6.67,13.33
maia9,1642,59.18,18.37,12.24,10.20
maia9,1599,57.14,10.71,25.00,7.14
maia9,1642,83.33,13.89,0.00,2.78
maia9,1599,78.26,4.35,4.35,13.04
maia9,1591,56.25,25.00,6.25,12.50
maia9,1642,72.97,8.11,13.51,5.41
maia9,1584,70.37,7.41,14.81,7.41
maia9,1584,55.17,13.79,27.59,3.45
LeelaRogue,2057,68.75,13.75,17.50,0.00
LeelaRogue,2057,63.89,19.44,16.67,0.00
LeelaRogue,2057,75.86,6.90,6.90,10.34
LeelaRogue,1930,81.82,13.64,0.00,4.55
LeelaRogue,2057,80.00,0.00,20.00,0.00
LeelaRogue,2057,68.18,9.09,22.73,0.00
LeelaRogue,2057,55.10,14.29,14.29,16.33
LeelaRogue,2057,78.57,3.57,12.50,5.36
LeelaRogue,2050,72.73,9.09,1.82,16.36
LeelaRogue,2043,75.56,6.67,6.67,11.11
LeelaRogue,2043,80.70,8.77,8.77,1.75
LeelaRogue,2043,69.57,4.35,21.74,4.35
LeelaRogue,2043,80.77,5.77,1.92,11.54
LeelaRogue,2043,67.65,8.82,0.00,23.53
LeelaRogue,2043,67.39,8.70,21.74,2.17
LeelaRogue,2043,71.43,11.11,12.70,4.76
LeelaRogue,1923,69.77,11.63,1.16,17.44
LeelaRogue,1915,75.00,15.00,0.00,10.00
LeelaRogue,2034,71.43,5.71,8.57,14.29
LeelaRogue,2032,78.18,10.91,9.09,1.82
LeelaRogue,2032,64.29,19.05,9.52,7.14
LeelaRogue,2032,80.56,5.56,0.00,13.89
LeelaRogue,2032,75.68,5.41,8.11,10.81
LeelaRogue,2032,75.32,9.09,2.60,12.99
LeelaRogue,2045,59.65,15.79,17.54,5.26
LeelaRogue,2045,69.81,13.21,13.21,3.77
LeelaRogue,2045,78.57,5.36,16.07,0.00
LeelaRogue,2045,67.44,13.95,2.33,16.28
LeelaRogue,2045,75.00,7.14,17.86,0.00
LeelaRogue,2045,85.71,9.52,0.00,4.76
LeelaRogue,2045,71.95,13.41,6.10,8.54
LeelaRogue,1832,73.24,9.86,4.23,12.68
LeelaRogue,1832,88.89,11.11,0.00,0.00
LeelaRogue,1832,68.29,7.32,12.20,12.20
LeelaRogue,2045,67.57,13.51,5.41,13.51
LeelaRogue,2045,65.00,12.50,20.00,2.50
LeelaRogue,2045,65.31,16.33,0.00,18.37
LeelaRogue,2045,61.11,5.56,33.33,0.00
LeelaRogue,2045,90.32,3.23,0.00,6.45
LeelaRogue,2045,64.71,14.71,16.18,2.94
LeelaRogue,2045,74.07,0.00,7.41,18.52
LeelaRogue,2045,60.47,9.30,20.93,9.30
LeelaRogue,2045,78.38,5.41,10.81,5.41
LeelaRogue,2045,74.29,14.29,2.86,8.57
LeelaRogue,1915,69.23,7.69,5.13,17.95
LeelaRogue,1915,82.35,0.00,0.00,17.65
LeelaRogue,1915,80.00,10.00,6.67,3.33
LeelaRogue,2045,78.05,0.00,2.44,19.51
LeelaRogue,1832,60.47,9.30,9.30,20.93
LeelaRogue,2045,83.33,11.11,0.00,5.56
LeelaRogue,2045,67.39,15.22,10.87,6.52
LeelaRogue,2045,62.86,11.43,14.29,11.43
LeelaRogue,2045,80.85,4.26,10.64,4.26
LeelaRogue,2045,66.07,5.36,26.79,1.79
LeelaRogue,2045,68.00,12.00,12.00,8.00
LeelaRogue,2045,68.42,5.26,21.05,5.26
LeelaRogue,2045,75.00,8.33,4.17,12.50
LeelaRogue,2045,85.71,2.38,2.38,9.52
LeelaRogue,1915,81.25,0.00,0.00,18.75
LeelaRogue,1915,78.12,15.62,3.12,3.12
LeelaRogue,2045,74.36,7.69,15.38,2.56
LeelaRogue,1923,75.00,9.09,15.91,0.00
LeelaRogue,1919,66.67,13.33,6.67,13.33
LeelaRogue,2045,61.11,13.89,25.00,0.00
LeelaRogue,2045,67.65,8.82,23.53,0.00
LeelaRogue,2045,72.73,9.09,15.15,3.03
LeelaRogue,2045,64.29,25.00,7.14,3.57
LeelaRogue,2045,68.42,3.51,26.32,1.75
LeelaRogue,2045,73.08,9.62,15.38,1.92
LeelaRogue,2045,81.36,1.69,0.00,16.95
LeelaRogue,2045,69.77,13.95,13.95,0.00
LeelaRogue,2045,86.67,6.67,6.67,0.00
LeelaRogue,2045,68.18,15.91,6.82,9.09
LeelaRogue,2045,67.86,7.14,25.00,-3.57
LeelaRogue,2045,79.41,5.88,5.88,8.82
LeelaRogue,2045,84.62,11.54,0.00,3.85
LeelaRogue,2045,72.00,8.00,12.00,8.00
LeelaRogue,2045,60.98,4.88,34.15,0.00
LeelaRogue,2045,64.91,12.28,10.53,12.28
LeelaRogue,2045,54.17,20.83,16.67,8.33
LeelaRogue,2045,88.89,3.70,0.00,7.41
LeelaRogue,2044,89.29,3.57,7.14,0.00
LeelaRogue,2044,80.00,16.67,0.00,3.33
LeelaRogue,2044,69.57,8.70,6.52,15.22
LeelaRogue,2044,80.77,3.85,3.85,11.54
LeelaRogue,2044,80.65,0.00,16.13,3.23
LeelaRogue,2044,59.38,9.38,31.25,0.00
LeelaRogue,1916,68.75,14.58,6.25,10.42
LeelaRogue,2038,66.67,8.33,11.11,13.89
LeelaRogue,2032,90.91,9.09,0.00,0.00
LeelaRogue,2032,100.00,0.00,0.00,0.00
LeelaRogue,2032,66.67,6.06,18.18,9.09
LeelaRogue,2032,70.59,5.88,14.71,8.82
LeelaRogue,2032,94.74,0.00,5.26,0.00
LeelaRogue,2032,58.62,13.79,6.90,20.69
LeelaRogue,2032,72.09,9.30,11.63,6.98
LeelaRogue,2032,76.67,6.67,6.67,10.00
LeelaRogue,1915,61.54,15.38,7.69,15.38
LeelaRogue,1915,94.44,0.00,0.00,5.56
LeelaRogue,1915,80.00,0.00,6.67,13.33
LeelaRogue,2032,88.57,2.86,2.86,5.71
LeelaRogue,2032,74.29,11.43,11.43,2.86
LeelaRogue,1842,64.29,16.07,10.71,7.14
LeelaRogue,2036,78.05,2.44,12.20,7.32
LeelaRogue,1919,68.29,14.63,14.63,2.44
LeelaRogue,2036,83.87,6.45,0.00,9.68
LeelaRogue,1928,51.85,7.41,29.63,11.11
LeelaRogue,2036,72.22,16.67,0.00,11.11
LeelaRogue,2036,76.47,11.76,0.00,11.76
LeelaRogue,2036,76.19,9.52,12.70,1.59
LeelaRogue,2036,60.00,18.00,14.00,8.00
LeelaRogue,2036,75.00,9.09,13.64,2.27
LeelaRogue,2036,69.44,11.11,5.56,13.89
LeelaRogue,2036,75.00,8.33,0.00,16.67
LeelaRogue,2036,76.92,7.69,11.54,1.92
LeelaRogue,2036,67.65,5.88,20.59,5.88
LeelaRogue,2036,65.88,7.06,20.00,7.06
LeelaRogue,2036,75.51,8.16,12.24,4.08
LeelaRogue,1920,82.35,7.35,1.47,8.82
LeelaRogue,1921,74.03,7.79,10.39,7.79
LeelaRogue,2032,73.08,11.54,3.85,11.54
LeelaRogue,2026,67.39,8.70,4.35,19.57
LeelaRogue,2026,84.21,5.26,5.26,5.26
LeelaRogue,2026,66.67,14.29,11.90,7.14
LeelaRogue,1926,67.86,14.29,7.14,10.71
LeelaRogue,1926,75.00,0.00,3.12,21.88
LeelaRogue,1926,64.71,14.71,2.94,17.65
LeelaRogue,1926,55.88,4.41,4.41,35.29
LeelaRogue,1926,73.08,15.38,3.85,7.69
LeelaRogue,1923,73.33,10.00,6.67,10.00
LeelaRogue,1923,77.14,8.57,2.86,11.43
LeelaRogue,1920,90.00,10.00,0.00,0.00
LeelaRogue,1917,70.00,5.00,5.00,20.00
LeelaRogue,2021,84.62,7.69,0.00,7.69
LeelaRogue,2015,82.86,0.00,2.86,14.29
LeelaRogue,1914,80.95,14.29,4.76,0.00
LeelaRogue,2017,72.97,8.11,13.51,5.41
LeelaRogue,1923,67.50,7.50,7.50,17.50
LeelaRogue,2017,78.12,3.12,6.25,12.50
LeelaRogue,2017,77.78,3.70,0.00,18.52
LeelaRogue,2017,77.42,9.68,0.00,12.90
LeelaRogue,2017,65.22,17.39,17.39,0.00
LeelaRogue,2017,76.32,10.53,2.63,10.53
LeelaRogue,1928,62.50,18.75,18.75,-1.56
LeelaRogue,2017,67.95,3.85,14.10,14.10
LeelaRogue,2017,60.00,4.00,36.00,0.00
LeelaRogue,2017,83.33,8.33,8.33,0.00
LeelaRogue,2017,79.63,5.56,1.85,12.96
LeelaRogue,2017,57.14,11.43,11.43,20.00
LeelaRogue,2017,70.00,15.00,0.00,15.00
Jibbby,1794,57.94,16.82,22.43,1.87
Jibbby,1634,61.54,12.82,20.51,3.85
Jibbby,1636,56.00,4.00,36.00,4.00
Jibbby,1636,80.95,7.14,11.90,2.38
Jibbby,1791,56.14,8.77,21.05,14.04
Jibbby,1791,73.33,6.67,16.67,3.33
Jibbby,1636,67.57,14.86,13.51,4.05
Jibbby,1638,80.00,4.44,15.56,0.00
Jibbby,1638,66.67,11.11,16.67,5.56
Jibbby,1779,66.67,11.11,22.22,0.00
Jibbby,1779,70.00,25.00,5.00,0.00
Jibbby,1793,61.11,12.96,25.93,0.00
Jibbby,1793,57.63,23.73,16.95,0.00
Jibbby,1633,78.26,8.70,4.35,8.70
Jibbby,1634,83.19,4.42,9.73,2.65
Jibbby,1634,75.86,10.34,12.07,1.72
Jibbby,1636,41.94,16.13,38.71,3.23
Jibbby,1789,54.79,15.07,21.92,8.22
Jibbby,1636,52.94,8.82,38.24,0.00
Jibbby,1635,76.92,15.38,0.00,7.69
Jibbby,1637,59.09,15.91,22.73,2.27
Jibbby,1779,53.85,30.77,15.38,0.00
Jibbby,1782,64.29,17.86,17.86,0.00
Jibbby,1640,59.26,14.81,22.22,3.70
Jibbby,1634,42.86,8.57,40.00,8.57
Jibbby,1639,59.15,14.08,25.35,1.41
Jibbby,1684,74.83,6.99,18.18,0.00
Jibbby,1789,68.18,9.09,20.45,2.27
Jibbby,1780,71.05,10.53,10.53,7.89
Jibbby,1644,72.22,3.70,24.07,0.00
Jibbby,1646,73.44,12.50,14.06,0.00
Jibbby,1780,77.78,5.56,11.11,5.56
Jibbby,1653,54.69,18.75,26.56,0.00
Jibbby,1780,29.17,20.83,45.83,4.17
Jibbby,1653,77.50,10.00,10.00,2.50
Jibbby,1778,57.14,28.57,14.29,0.00
Jibbby,1650,67.65,26.47,5.88,0.00
Jibbby,1784,68.66,10.45,20.90,0.00
Jibbby,1788,65.82,7.59,25.31,1.27
Jibbby,1778,63.64,10.91,18.18,5.45
Jibbby,1650,75.36,10.14,13.04,1.45
Jibbby,1778,81.25,8.33,6.25,4.17
Jibbby,1774,86.21,5.17,1.72,6.90
Jibbby,1650,68.18,10.61,10.61,10.61
Jibbby,1649,62.75,9.80,7.84,19.61
Jibbby,1649,66.67,17.95,5.13,10.26
Jibbby,1649,61.11,33.33,2.78,2.78
Jibbby,1649,64.10,12.82,20.51,2.56
Jibbby,1648,86.21,3.45,0.00,10.34
Jibbby,1654,77.05,6.56,11.48,3.28
Jibbby,1788,70.00,10.00,18.00,2.00
Jibbby,1654,80.00,10.00,10.00,0.00
Jibbby,1659,72.41,3.45,22.99,0.00
Jibbby,1782,74.65,11.27,1.41,12.68
Jibbby,1659,66.67,14.29,17.46,1.59
Jibbby,1782,67.44,6.98,25.58,0.00
Jibbby,1668,66.29,10.11,21.35,1.12
Jibbby,1782,67.35,12.24,20.41,-2.04
Jibbby,1774,68.18,4.55,27.27,0.00
Jibbby,1668,69.05,9.52,21.43,0.00
Jibbby,1663,63.64,9.09,7.27,20.00
Jibbby,1663,90.00,5.00,5.00,0.00
Jibbby,1663,85.90,6.41,7.69,0.00
Jibbby,1782,70.97,12.90,12.90,3.23
Jibbby,1669,52.78,22.22,22.22,2.78
Jibbby,1663,82.35,5.88,5.88,5.88
Jibbby,1663,70.83,8.33,20.83,0.00
Jibbby,1782,86.67,13.33,0.00,0.00
Jibbby,1666,80.26,9.21,2.63,7.89
Jibbby,1777,75.93,11.11,12.96,-1.85
Jibbby,1666,65.52,6.90,27.59,-1.72
Jibbby,1782,59.57,14.89,23.40,2.13
Jibbby,1666,52.17,8.70,39.13,0.00
Jibbby,1666,51.72,20.69,24.14,3.45
Jibbby,1666,70.97,3.23,25.81,0.00
Jibbby,1778,65.22,13.04,21.74,0.00
Jibbby,1781,59.78,17.39,17.39,5.43
Jibbby,1666,64.10,17.95,15.38,2.56
Jibbby,1783,68.57,11.43,17.14,2.86
Jibbby,1666,66.18,13.24,20.59,0.00
Jibbby,1783,58.90,16.44,23.29,1.37
Jibbby,1667,65.12,16.28,18.60,0.00
Jibbby,1664,62.50,25.00,3.12,9.38
Jibbby,1657,66.67,14.81,11.11,7.41
Jibbby,1657,71.72,9.09,18.18,-3.03
Jibbby,1660,75.81,9.68,14.52,-3.23
Jibbby,1784,50.00,25.00,25.00,0.00
Jibbby,1661,64.81,9.26,20.37,5.56
Jibbby,1777,60.87,8.70,17.39,13.04
Jibbby,1777,59.62,3.85,19.23,17.31
Jibbby,1777,47.83,21.74,26.09,4.35
Jibbby,1661,66.67,20.00,13.33,0.00
Jibbby,1771,66.18,11.76,14.71,7.35
Jibbby,1766,71.43,14.29,7.14,7.14
Jibbby,1661,53.57,14.29,32.14,0.00
Jibbby,1766,75.61,7.32,14.63,2.44
Jibbby,1783,68.57,22.86,2.86,5.71
Jibbby,1661,64.58,14.58,20.83,0.00
Jibbby,1768,63.64,18.18,13.64,4.55
Jibbby,1768,64.44,8.89,22.22,4.44
Jibbby,1768,71.43,12.24,16.33,0.00
Jibbby,1783,54.17,8.33,33.33,4.17
Jibbby,1768,63.64,9.09,27.27,0.00
Jibbby,1661,76.00,8.00,8.00,8.00
Jibbby,1661,67.86,10.71,7.14,14.29
Jibbby,1661,74.36,7.69,2.56,15.38
Jibbby,1790,71.62,10.81,16.22,1.35
Jibbby,1661,68.75,9.38,21.88,0.00
Jibbby,1768,64.00,12.00,20.00,4.00
Jibbby,1768,57.14,21.43,21.43,0.00
Jibbby,1661,58.82,5.88,29.41,5.88
Jibbby,1768,56.10,9.76,26.83,7.32
Jibbby,1661,65.12,4.65,23.26,6.98
Jibbby,1661,59.38,21.88,18.75,0.00
Jibbby,1763,67.74,9.68,3.23,19.35
Jibbby,1763,63.64,13.64,22.73,0.00
Jibbby,1661,72.50,17.50,5.00,5.00
Jibbby,1689,67.44,6.98,25.58,0.00
Jibbby,1766,68.57,11.43,17.14,2.86
Jibbby,1661,73.85,4.62,18.46,3.08
Jibbby,1658,80.00,4.44,15.56,0.00
Jibbby,1658,65.33,12.00,6.67,16.00
Jibbby,1774,74.67,10.67,13.33,1.33
Jibbby,1658,74.36,7.69,17.95,0.00
Jibbby,1768,72.13,13.11,11.48,3.28
Jibbby,1663,67.35,10.20,22.45,0.00
Jibbby,1768,64.00,4.00,12.00,20.00
Jibbby,1786,59.49,13.92,12.66,13.92
Jibbby,1768,64.71,11.76,20.59,2.94
Jibbby,1662,75.61,17.07,7.32,0.00
Jibbby,1781,62.96,11.11,22.22,3.70
Jibbby,1781,61.90,4.76,21.43,11.90
Jibbby,1659,76.47,11.76,11.76,0.00
Jibbby,1657,70.59,5.88,23.53,0.00
Jibbby,1654,62.50,12.50,0.00,25.00
Jibbby,1655,68.29,14.63,17.07,-4.88
Jibbby,1655,25.93,33.33,40.74,0.00
Jibbby,1655,63.77,7.25,18.84,10.14
Jibbby,1657,60.00,8.00,30.00,2.00
Jibbby,1660,64.81,11.11,22.22,0.00
Jibbby,1660,81.71,7.32,2.44,8.54
Jibbby,1768,53.85,11.54,34.62,0.00
Jibbby,1660,54.84,12.90,22.58,9.68
Jibbby,1776,54.90,29.41,15.69,0.00
Jibbby,1776,58.14,9.30,32.56,0.00
Jibbby,1673,58.82,14.71,25.00,1.47
Jibbby,1673,64.10,16.67,16.67,1.28
Jibbby,1768,68.09,2.13,17.02,10.64
Jibbby,1767,71.88,15.62,9.38,3.12
Jibbby,1670,84.62,9.62,1.92,3.85
Jibbby,1776,77.19,10.53,12.28,-1.75
Jibbby,1776,79.35,8.70,10.87,1.09
Jibbby,1670,75.00,12.50,9.38,3.12
Jibbby,1764,72.37,11.84,2.63,13.16
Jibbby,1670,80.65,6.45,6.45,6.45
Jibbby,1670,76.00,8.00,12.00,4.00
Jibbby,1670,66.67,12.96,16.67,3.70
Jibbby,1669,88.00,8.00,0.00,4.00
Jibbby,1669,44.83,27.59,27.59,0.00
Jibbby,1901,72.97,13.51,10.81,2.70
Jibbby,1776,72.22,11.11,16.67,0.00
Jibbby,1776,69.23,7.69,20.51,0.00
Jibbby,1673,69.23,9.23,21.54,-1.54
Jibbby,1673,50.79,15.87,20.63,12.70
Jibbby,1776,72.50,12.50,12.50,2.50
Jibbby,1678,90.00,3.64,3.64,2.73
Jibbby,1678,85.29,8.82,2.94,2.94
Jibbby,1776,75.61,12.20,2.44,9.76
Jibbby,1678,70.97,16.13,12.90,0.00
Jibbby,1672,75.68,2.70,16.22,5.41
Jibbby,1672,60.00,10.00,30.00,0.00
Jibbby,1758,63.49,11.11,7.94,17.46
Jibbby,1672,58.62,6.90,34.48,0.00
Jibbby,1774,73.68,5.26,10.53,10.53
Jibbby,1776,67.44,11.63,16.28,4.65
Jibbby,1672,57.78,24.44,17.78,0.00
Jibbby,1672,74.29,8.57,11.43,5.71
Jibbby,1672,62.79,11.63,18.60,6.98
Jibbby,1669,76.92,11.54,11.54,0.00
Jibbby,1757,46.15,17.95,25.64,10.26
Jibbby,1777,63.24,16.18,20.59,0.00
Jibbby,1669,66.67,14.58,18.75,0.00
